"编号","开始答题时间","结束答题时间","答题时长","地理位置国家和地区","地理位置省","地理位置市","自定义字段","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:汪顺","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:陈艾森","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:樊振东","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:Tom Daley","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:苏炳添","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:马龙","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:郑思维","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:杨健","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:吕小军","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:刘浩 /郑鹏飞","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:安昌林","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:谢震业","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:刘洋","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:徐嘉余","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:杨皓然","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:Micah Christenson","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:邓志伟","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:盛李豪","2.您的角色认同是","3.您是否认同自己是“熊”族",
"13","13-Aug-2021 09:34:02","13-Aug-2021 09:34:29","27","美国","位置未知","","","","","C.樊振东","","","","","","","","K.安昌林","","","","","","","","A.Top","B.不是",
"12","13-Aug-2021 09:33:29","13-Aug-2021 09:34:27","58","中国","上海市","上海市","","","B.陈艾森","","D.Tom Daley","E.苏炳添","F.马龙","","","","","","","","","","","","","B.Vers Top","B.不是",
"11","13-Aug-2021 09:33:45","13-Aug-2021 09:34:11","26","美国","位置未知","","","","","","","","","","","","","K.安昌林","","","","","","Q.邓志伟","","E.Bottom","B.不是",
"10","13-Aug-2021 09:33:40","13-Aug-2021 09:34:07","27","中国","安徽省","淮北市","","A.汪顺","","C.樊振东","D.Tom Daley","E.苏炳添","F.马龙","","","","","","","","","","","","","A.Top","B.不是",
"9","13-Aug-2021 09:33:40","13-Aug-2021 09:33:52","12","美国","位置未知","","","","","","","","F.马龙","","","","","","","","","","","","","B.Vers Top","B.不是",
"8","13-Aug-2021 09:33:28","13-Aug-2021 09:33:43","15","中国","河北省","张家口市","","A.汪顺","","","D.Tom Daley","","","","","","","","","","","","P.Micah Christenson","","","B.Vers Top","B.不是",
"7","13-Aug-2021 09:33:28","13-Aug-2021 09:33:42","14","中国","北京市","北京市","","","","","","","F.马龙","","","","","","","","","","","","","A.Top","B.不是",
"6","13-Aug-2021 09:32:57","13-Aug-2021 09:33:18","21","中国","广东省","惠州市","","A.汪顺","B.陈艾森","","","E.苏炳添","","","","","","","","","","","","","","C.Vers","B.不是",
"5","13-Aug-2021 09:32:49","13-Aug-2021 09:33:03","14","中国","广东省","广州市","","A.汪顺","","","","","","","","","","","","","","","","","","B.Vers Top","B.不是",
"4","13-Aug-2021 09:32:13","13-Aug-2021 09:32:42","29","中国","甘肃省","兰州市","","A.汪顺","B.陈艾森","C.樊振东","","","","G.郑思维","","","","","","M.刘洋","","","","","","C.Vers","B.不是",
"3","13-Aug-2021 09:31:56","13-Aug-2021 09:32:20","24","中国","湖南省","衡阳市","","","","","D.Tom Daley","","","","","","","K.安昌林","","","","","","","","D.Vers Bottom","A.是",
"2","13-Aug-2021 09:31:24","13-Aug-2021 09:32:15","51","美国","位置未知","","","A.汪顺","","","","","F.马龙","G.郑思维","","","","K.安昌林","","","N.徐嘉余","","","","","D.Vers Bottom","B.不是",
"1","13-Aug-2021 09:01:41","13-Aug-2021 09:02:56","75","加拿大","位置未知","","","A.汪顺","","","","E.苏炳添","","G.郑思维","","","J.刘浩 /郑鹏飞","","","","","","P.Micah Christenson","","","E.Bottom","B.不是",
